office,73.21338653564453,34.14141082763672,203
office,73.21524810791016,34.14335632324219,203
office,73.21456909179688,34.14336013793945,203
office,73.2251968383789,34.1705207824707,203
office,73.22689819335938,34.174827575683594,203
office,73.22636413574219,34.175235748291016,203
office,73.22686004638672,34.175167083740234,203
office,73.226806640625,34.17483139038086,203
office,73.2271957397461,34.1977424621582,203
office,73.23486328125,34.188873291015625,203
office,73.21261449669755,34.14838315158158,495
office,73.21211999999998,34.15054505,254
office,73.22397476058585,34.17267260205917,144
office,73.23190255,34.184571399999996,308
office,73.20696073780748,34.15042527789674,112
office,73.21668410048761,34.14878010189106,130
office,73.21733801646062,34.14559889828986,206
office,73.21530000663424,34.14735857394968,168
office,73.2128883776128,34.14581404467556,70
office,73.21173602413558,34.143987375738455,146
office,73.21184656352412,34.150004521517,203
